time,FailOnTouchObstacleShort-1_pos_x,FailOnTouchObstacleShort-1_pos_y,FailOnTouchObstacleShort-1_pos_z,FailOnTouchObstacleShort-1_rot_x,FailOnTouchObstacleShort-1_rot_y,FailOnTouchObstacleShort-1_rot_z
452.1667,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.1778,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.1889,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.2,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.2111,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.2222,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.2333,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.2444,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.2556,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.2667,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.2778,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.2889,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.3,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.3111,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.3222,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.3333,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.3445,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.3556,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.3667,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.3778,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.3889,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.4,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.4111,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.4222,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.4333,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.4445,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.4556,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.4667,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.4778,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.4889,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.5,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.5111,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.5222,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.5334,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.5445,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.5556,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.5667,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.5778,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.5889,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.6,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.6111,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.6222,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.6333,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.6445,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.6556,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.6667,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.6778,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.6889,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.7,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.7111,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.7222,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.7333,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.7444,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.7556,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.7667,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.7778,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.7889,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.8,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.8111,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.8222,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.8333,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.8445,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.8556,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.8667,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.8778,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.8889,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.9,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.9111,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.9222,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.9333,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.9445,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.9556,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.9667,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.9778,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
452.9889,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
453.0,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
453.0111,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
453.0222,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
453.0334,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
453.0445,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
453.0556,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
453.0667,-0.1675,0.79,0.055,-0.0022,-0.0022,-0.0022
