time,FailOnTouchObstacleShort_pos_x,FailOnTouchObstacleShort_pos_y,FailOnTouchObstacleShort_pos_z,FailOnTouchObstacleShort_rot_x,FailOnTouchObstacleShort_rot_y,FailOnTouchObstacleShort_rot_z
715.6223,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.6334,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.6445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.6556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.6667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.6778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.6889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7444,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.7889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8112,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8223,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8334,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.8889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
715.9889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0444,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.0889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1223,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1334,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.1889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2444,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.2889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3112,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3223,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3334,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.3889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.4889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5444,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.5889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6223,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6334,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.6889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.7,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.7111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.7222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.7333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.7444,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.7556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.7667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.7778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.7889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.8,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.8112,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.8223,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.8334,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.8445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.8556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.8667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.8778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.8889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.9,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.9111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.9222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.9333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.9445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.9556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.9667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.9778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
716.9889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.0,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.0111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.0222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.0333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.0444,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.0556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.0667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.0778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.0889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.1,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.1111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.1223,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.1334,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.1445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.1556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.1667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.1778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.1889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.2,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.2111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.2222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.2333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.2444,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.2556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.2667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.2778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.2889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.3,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.3112,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.3223,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.3334,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.3445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.3556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.3667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.3778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.3889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.4,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.4111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.4222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.4333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.4445,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.4556,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.4667,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.4778,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.4889,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.5,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.5111,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.5222,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
717.5333,0.1225,0.79,-0.105,-0.0022,-0.0022,-0.0022
