time,FailOnTouchObstacleMed-1_pos_x,FailOnTouchObstacleMed-1_pos_y,FailOnTouchObstacleMed-1_pos_z,FailOnTouchObstacleMed-1_rot_x,FailOnTouchObstacleMed-1_rot_y,FailOnTouchObstacleMed-1_rot_z
694.9333,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
694.9445,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
694.9556,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
694.9667,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
694.9778,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
694.9889,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.0,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.0111,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.0222,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.0333,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.0444,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.0555,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.0667,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.0778,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.0889,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.1,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.1111,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.1223,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.1334,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.1445,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.1556,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.1667,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.1778,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.1889,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.2,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.2111,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.2222,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.2333,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.2444,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.2556,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.2667,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.2778,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.2889,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.3,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.3112,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.3223,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.3334,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.3445,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.3556,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.3667,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.3778,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.3889,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.4,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.4111,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.4222,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.4333,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.4445,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.4556,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.4667,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.4778,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.4889,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.5,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.5111,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.5222,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.5333,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.5444,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.5555,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.5667,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.5778,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.5889,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.6,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.6111,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.6223,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.6334,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.6445,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.6556,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.6667,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.6778,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.6889,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.7,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.7111,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.7222,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.7333,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.7444,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.7556,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.7667,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.7778,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.7889,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.8,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.8112,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.8223,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.8334,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.8445,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.8556,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.8667,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.8778,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.8889,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.9,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.9111,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.9222,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.9333,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
695.9445,-0.0583,0.79,-0.009000000000000001,0.0001,0.0001,0.0001
