time,FailOnTouchObstacleShort-1_pos_x,FailOnTouchObstacleShort-1_pos_y,FailOnTouchObstacleShort-1_pos_z,FailOnTouchObstacleShort-1_rot_x,FailOnTouchObstacleShort-1_rot_y,FailOnTouchObstacleShort-1_rot_z
554.9778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
554.9889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.0,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.0111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.0222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.0333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.0444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.0555,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.0667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.0778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.0889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.1,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.1111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.1223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.1334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.1445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.1556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.1667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.1778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.1889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.2,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.2111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.2222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.2333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.2444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.2556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.2667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.2778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.2889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.3,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.3111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.3223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.3334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.3445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.3556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.3667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.3778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.3889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.4,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.4111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.4222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.4333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.4445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.4556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.4667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.4778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.4889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.5,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.5111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.5222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.5333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.5444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.5555,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.5667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.5778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.5889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.6,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.6111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.6223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.6334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.6445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.6556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.6667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.6778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.6889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.7,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.7111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.7222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.7333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.7444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.7556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.7667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.7778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.7889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.8,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.8111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.8223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.8334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.8445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.8556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.8667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.8778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.8889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.9,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.9111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.9222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.9333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.9445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.9556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.9667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.9778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
555.9889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.0,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.0111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.0222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.0333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.0444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.0555,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.0667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.0778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.0889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.1,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.1111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.1223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.1334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.1445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.1556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.1667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.1778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.1889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.2,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.2111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.2222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.2333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.2444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.2556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.2667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.2778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.2889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.3,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.3111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.3223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.3334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.3445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.3556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.3667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.3778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.3889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.4,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.4111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.4222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.4333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.4445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.4556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.4667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.4778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.4889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.5,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.5111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.5222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.5333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.5444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.5555,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.5667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.5778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.5889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.6,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.6111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.6223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.6334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.6445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.6556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.6667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.6778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.6889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.7,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.7111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.7222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.7333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.7444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.7556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.7667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.7778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.7889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.8,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.8111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.8223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.8334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.8445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.8556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.8667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.8778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.8889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.9,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.9111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.9222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.9333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.9445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.9556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.9667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.9778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
556.9889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.0,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.0111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.0222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.0333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.0444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.0555,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.0667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.0778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.0889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.1,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.1111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.1223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.1334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.1445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.1556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.1667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.1778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.1889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.2,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.2111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.2222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.2333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.2444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.2556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.2667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.2778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.2889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.3,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.3111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.3223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.3334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.3445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.3556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.3667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.3778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.3889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.4,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.4111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.4222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.4333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.4445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.4556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.4667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.4778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.4889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.5,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.5111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.5222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.5333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.5444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.5555,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.5667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.5778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.5889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.6,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.6111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.6223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.6334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.6445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.6556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.6667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.6778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.6889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.7,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.7111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.7222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.7333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.7444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.7556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.7667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.7778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.7889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.8,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.8111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.8223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.8334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.8445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.8556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.8667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.8778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.8889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.9,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.9111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.9222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.9333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.9445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.9556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.9667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.9778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
557.9889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.0,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.0111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.0222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.0333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.0444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.0555,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.0667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.0778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.0889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.1,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.1111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.1223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.1334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.1445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.1556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.1667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.1778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.1889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.2,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.2111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.2222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.2333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.2444,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.2556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.2667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.2778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.2889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.3,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.3111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.3223,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.3334,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.3445,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.3556,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.3667,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.3778,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.3889,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.4,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.4111,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.4222,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
558.4333,0.1025,0.79,0.055,-0.0022,-0.0022,-0.0022
