time,FailOnTouchObstacleLong-1_pos_x,FailOnTouchObstacleLong-1_pos_y,FailOnTouchObstacleLong-1_pos_z,FailOnTouchObstacleLong-1_rot_x,FailOnTouchObstacleLong-1_rot_y,FailOnTouchObstacleLong-1_rot_z
529.9556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
529.9667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
529.9778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
529.9889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.0,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.0111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.0222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.0333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.0444,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.0555,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.0667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.0778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.0889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.1,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.1111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.1223,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.1334,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.1445,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.1556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.1667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.1778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.1889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.2,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.2111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.2222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.2333,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.2444,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.2556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.2667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.2778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.2889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.3,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.3111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.3222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.3334,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.3445,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.3556,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.3667,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.3778,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.3889,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.4,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.4111,0.0225,0.79,0.055,0.0004,0.0004,0.0004
530.4222,0.0225,0.79,0.055,0.0004,0.0004,0.0004
